Season,Round,Date,Time,Home_Team,Away_Team,FT_Home_Goals,FT_Away_Goals,HT_Home_Goals,HT_Away_Goals,Total_Goals,HST,AST,HC,AC,HR,AR,AH_Result,OU_Result,Home_Elo,Away_Elo,Elo_Diff,Home_Avg_GS,Home_Avg_GA,Home_Avg_ST,Home_Avg_Corners,Away_Avg_GS,Away_Avg_GA,Away_Avg_ST,Away_Avg_Corners,Home_GS_AtHome,Home_GA_AtHome,Away_GS_AtAway,Away_GA_AtAway,Home_Attack_Eff,Home_Defense_Pressure,Away_Attack_Eff,Away_Defense_Pressure,Home_Days_Rest,Away_Days_Rest,Rest_Diff,H2H_Home_WinRate,H2H_Avg_Goals,Attack_Diff,Defense_Diff,Form_Diff
2018-2019,26,2019-02-11,20:00,狼队,纽卡斯尔联,1,1,0,0,2,6,3,13,1,0,0,-1,-1,1522.7848144622062,1455.462420569531,67.32239389267511,2.6,1.4,5.8,4.4,1.2,1.2,2.6,3.8,1.8,1.4,0.6,1.6,0.4555555555555555,0.4672619047619047,0.4,0.2666666666666666,9.0,9.0,0.0,1.0,3.0,1.4,-0.1999999999999999,1.2000000000000002
2018-2019,27,2019-02-22,19:45,卡迪夫城,沃特福德,1,5,0,1,6,6,7,3,3,0,0,-1,1,1451.759134020776,1510.696055242979,-58.93692122220273,1.0,1.2,2.4,6.6,0.8,0.6,1.8,4.2,0.8,1.6,1.6,1.2,0.375,0.2857142857142857,0.625,0.1666666666666666,13.0,13.0,0.0,0.0,5.0,0.1999999999999999,-0.6,-0.4
2018-2019,27,2019-02-22,19:45,西汉姆联,富勒姆,3,1,2,1,4,7,5,12,0,0,0,1,1,1485.2862489104882,1408.9075813496286,76.37866756085964,0.6,1.4,2.0,4.0,1.2,2.2,4.0,7.0,1.4,1.4,0.4,2.0,0.2708333333333333,0.22,0.2142857142857142,0.3904761904761905,13.0,13.0,0.0,1.0,2.0,-0.6,0.8000000000000003,0.2000000000000003
2018-2019,27,2019-02-23,12:30,伯恩利,托特纳姆热刺,2,1,0,0,3,4,6,7,6,0,0,1,1,1459.9667256988112,1604.8943931140775,-144.92766741526634,1.6,1.0,3.6,3.8,1.6,0.8,5.6,6.8,1.4,1.4,2.8,0.6,0.3166666666666666,0.1777777777777777,0.3833333333333333,0.2972222222222222,14.0,13.0,1.0,0.0,1.0,0.0,-0.1999999999999999,-0.1999999999999999
2018-2019,27,2019-02-23,17:30,莱斯特城,水晶宫,1,4,0,1,5,5,5,8,3,0,0,-1,1,1480.98993399945,1460.8183590069752,20.17157499247469,1.2,2.2,5.4,7.4,1.8,1.4,5.8,6.8,0.6,1.4,2.2,2.4,0.3222222222222222,0.4255555555555556,0.3104761904761904,0.3642857142857142,13.0,14.0,-1.0,0.0,1.0,-0.6000000000000001,-0.8000000000000003,-1.4000000000000004
2018-2019,27,2019-02-23,15:00,伯恩茅斯,狼队,1,1,1,0,2,3,2,9,8,0,0,1,-1,1474.6365735668664,1518.3096331273566,-43.673059560490174,1.2,1.4,4.2,4.6,2.2,1.4,6.2,5.6,2.2,1.4,2.0,1.2,0.2428571428571428,0.2666666666666666,0.3388888888888889,0.4672619047619047,14.0,12.0,2.0,0.0,2.0,-1.0000000000000002,0.0,-1.0000000000000002
2018-2019,27,2019-02-24,14:05,阿森纳,南安普敦,2,0,2,0,2,4,4,6,4,0,0,1,-1,1561.047703879513,1442.387318896315,118.6603849831979,1.4,1.2,3.2,2.2,1.0,1.0,4.0,5.2,2.4,0.6,1.0,1.2,0.4,0.25,0.2452380952380952,0.3666666666666667,15.0,15.0,0.0,0.0,5.0,0.3999999999999999,-0.1999999999999999,0.1999999999999999
2018-2019,27,2019-02-24,14:05,曼彻斯特联,利物浦,0,0,0,0,0,3,1,3,7,0,0,1,-1,1570.6417758026544,1627.9411277053894,-57.299351902735,1.8,0.6,7.0,5.4,2.0,1.0,5.8,5.6,3.0,1.2,1.8,0.6,0.2684920634920634,0.1666666666666666,0.3309523809523809,0.3333333333333333,15.0,15.0,0.0,0.0,4.0,-0.1999999999999999,0.4,0.2000000000000001
2018-2019,28,2019-02-26,20:00,纽卡斯尔联,伯恩利,2,0,2,0,2,3,2,4,7,0,0,1,-1,1468.2293718319406,1471.2526880876726,-3.02331625573197,1.6,0.6,5.0,4.8,1.6,1.0,4.4,4.8,1.4,0.6,1.2,1.4,0.4,0.1333333333333333,0.3533333333333333,0.1611111111111111,3.0,3.0,0.0,1.0,3.0,0.0,0.4,0.3999999999999999
2018-2019,28,2019-02-26,19:45,卡迪夫城,埃弗顿,0,3,0,1,3,0,4,3,4,0,0,-1,1,1440.5827161694017,1459.5716581351223,-18.98894196572087,1.2,2.2,3.6,6.6,0.8,1.6,2.4,5.0,0.8,2.6,1.4,1.6,0.3333333333333333,0.4642857142857143,0.2833333333333333,0.4,4.0,20.0,-16.0,0.0,1.0,0.3999999999999999,-0.6000000000000001,-0.2000000000000001
2018-2019,28,2019-02-26,19:45,哈德斯菲尔德,狼队,1,0,0,0,1,3,0,3,5,0,0,1,-1,1367.2210924544615,1519.9167967600968,-152.69570430563522,0.2,2.2,2.8,4.2,2.4,1.2,6.0,7.0,0.6,2.2,2.0,1.0,0.0333333333333333,0.5410714285714285,0.4388888888888889,0.4791666666666666,17.0,3.0,14.0,1.0,2.0,-2.2,-1.0000000000000002,-3.2
2018-2019,28,2019-02-27,20:00,水晶宫,曼彻斯特联,1,3,0,1,4,2,4,5,6,0,0,-1,1,1474.1455398660803,1569.4189033215566,-95.2733634554761,2.2,1.6,5.4,7.0,1.6,0.6,6.0,5.2,0.8,0.8,2.4,0.2,0.4133333333333333,0.4042857142857142,0.2434920634920634,0.1666666666666666,4.0,3.0,1.0,0.5,0.0,0.6000000000000001,-1.0,-0.3999999999999999
2018-2019,28,2019-02-27,20:00,曼彻斯特城,西汉姆联,1,0,0,0,1,7,1,12,2,0,0,-1,-1,1623.8414568351034,1490.6050599327564,133.236396902347,3.0,0.6,6.6,4.8,1.0,1.6,2.8,5.0,3.2,1.0,0.6,1.8,0.4833333333333333,0.3,0.2946428571428571,0.26,17.0,5.0,12.0,1.0,4.0,2.0,1.0,3.0
2018-2019,28,2019-02-27,20:00,切尔西,托特纳姆热刺,2,0,0,0,2,4,4,7,4,0,0,1,-1,1553.7398361965966,1593.608430725216,-39.8685945286195,1.4,2.6,5.0,6.2,1.8,1.0,4.6,6.6,1.8,0.4,2.8,1.0,0.2095238095238095,0.4476190476190476,0.4166666666666666,0.3722222222222222,17.0,4.0,13.0,0.0,4.0,-0.4000000000000001,-1.6,-2.0
2018-2019,28,2019-02-27,19:45,阿森纳,伯恩茅斯,5,1,2,1,6,6,5,9,4,0,0,1,1,1565.471623418051,1473.0294099341263,92.44221348392466,1.8,1.0,3.6,2.8,1.4,1.2,3.4,4.6,2.6,0.6,0.2,3.2,0.5,0.1833333333333333,0.3261904761904762,0.2333333333333333,3.0,4.0,-1.0,1.0,3.0,0.4000000000000001,0.1999999999999999,0.6000000000000001
2018-2019,28,2019-02-27,19:45,南安普敦,富勒姆,2,0,2,0,2,1,0,2,2,0,0,1,-1,1437.963399357777,1403.5887703273604,34.3746290304166,1.0,1.4,4.4,5.6,1.2,2.4,4.2,5.8,1.2,1.8,0.6,2.2,0.2452380952380952,0.4666666666666667,0.2042857142857142,0.3980952380952381,3.0,5.0,-2.0,0.0,5.0,-0.1999999999999999,1.0,0.8
2018-2019,29,2019-03-02,15:00,布莱顿,哈德斯菲尔德,1,0,0,0,1,4,4,6,3,0,0,1,-1,1452.167344337177,1378.726272724334,73.44107161284296,1.0,2.2,4.4,6.0,0.4,2.2,3.0,2.8,0.6,1.0,0.2,2.0,0.2333333333333333,0.5595238095238095,0.1,0.5410714285714285,4.0,4.0,0.0,1.0,3.0,0.6,0.0,0.6000000000000001
2018-2019,29,2019-03-02,15:00,狼队,卡迪夫城,2,0,2,0,2,4,2,1,6,0,0,1,-1,1508.4116164902243,1428.292387366716,80.11922912350838,1.6,0.8,4.2,6.4,1.2,2.2,3.4,5.2,1.6,1.6,0.8,1.2,0.4375,0.3124999999999999,0.4166666666666667,0.5267857142857143,4.0,4.0,0.0,0.0,3.0,0.4000000000000001,1.4,1.8000000000000005
2018-2019,29,2019-03-02,15:00,伯恩茅斯,曼彻斯特城,0,1,0,0,1,0,7,0,14,0,0,1,-1,1468.0637340002115,1627.98305852687,-159.91932452665833,1.2,2.2,3.4,4.4,2.6,0.6,7.2,6.4,2.4,0.8,1.8,1.0,0.2761904761904761,0.4,0.3619047619047618,0.3,3.0,3.0,0.0,0.0,4.0,-1.4,-1.6,-3.0
2018-2019,29,2019-03-02,15:00,伯恩利,水晶宫,1,3,0,1,4,4,4,8,5,0,0,-1,1,1463.973604680811,1464.0095047227746,-0.0359000419637141,1.6,1.4,4.2,4.8,2.2,1.8,4.6,6.6,1.6,1.6,2.8,2.0,0.3533333333333333,0.2944444444444444,0.4800000000000001,0.3542857142857142,4.0,3.0,1.0,0.0,2.0,-0.6000000000000001,0.4000000000000001,-0.1999999999999999
2018-2019,29,2019-03-02,17:30,西汉姆联,纽卡斯尔联,2,0,2,0,2,6,4,7,8,0,0,1,-1,1486.46345824099,1475.5084552388023,10.955003002187595,1.0,1.4,2.8,4.2,1.4,0.6,4.4,4.2,1.4,1.2,0.6,1.8,0.2946428571428571,0.2085714285714285,0.4333333333333333,0.1333333333333333,3.0,4.0,-1.0,1.0,3.0,-0.3999999999999999,-0.7999999999999999,-1.1999999999999995
2018-2019,29,2019-03-02,15:00,曼彻斯特联,南安普敦,3,2,0,1,5,6,3,9,7,0,0,-1,1,1579.5549384648623,1444.277751403448,135.27718706141445,1.8,0.6,5.8,5.2,1.0,1.2,3.8,4.6,2.2,1.0,0.8,1.0,0.3134920634920635,0.2,0.5452380952380953,0.4583333333333333,3.0,3.0,0.0,0.5,4.0,0.8,0.6,1.4
2018-2019,29,2019-03-03,16:15,埃弗顿,利物浦,0,0,0,0,0,3,3,3,7,0,0,1,-1,1471.8619869378078,1633.817506827707,-161.95551988989882,1.4,1.4,2.8,4.6,2.0,0.4,6.0,5.8,1.0,2.4,1.0,0.6,0.4333333333333333,0.4375,0.25,0.1666666666666666,5.0,4.0,1.0,0.0,1.0,-0.6000000000000001,-1.0,-1.6
2018-2019,29,2019-03-03,14:05,富勒姆,切尔西,1,2,1,2,3,5,7,5,4,0,0,1,1,1397.2744182816891,1562.026191297812,-164.75177301612257,1.0,2.4,3.4,4.8,1.4,2.4,4.6,6.0,1.4,1.6,0.6,2.6,0.1928571428571428,0.7180952380952381,0.2428571428571428,0.3476190476190476,4.0,4.0,0.0,0.0,2.0,-0.3999999999999999,0.0,-0.3999999999999999
2018-2019,30,2019-03-09,15:00,莱斯特城,富勒姆,3,1,1,0,4,8,3,6,5,0,0,1,1,1468.5250133486168,1389.116841779438,79.40817156917888,1.0,2.2,5.0,6.6,0.4,2.4,3.0,3.8,0.8,1.8,0.6,2.6,0.2955555555555555,0.4599999999999999,0.1,0.7085714285714285,6.0,6.0,0.0,0.5,2.0,0.6,0.1999999999999997,0.7999999999999998
2018-2019,30,2019-03-09,17:30,曼彻斯特城,沃特福德,3,1,0,0,4,9,1,9,1,0,0,-1,1,1636.2753391733916,1523.3309812737832,112.94435789960836,2.6,0.2,7.8,7.6,1.6,1.4,3.4,3.2,3.0,0.4,1.6,1.8,0.3404761904761904,0.125,0.4035714285714286,0.2333333333333333,7.0,6.0,1.0,1.0,3.0,1.0,1.2,2.2
2018-2019,30,2019-03-09,15:00,纽卡斯尔联,埃弗顿,3,2,0,2,5,7,3,8,2,0,0,1,1,1468.5976836530078,1473.6265460250654,-5.028862372057574,1.0,0.8,4.8,5.6,1.0,1.4,2.8,4.2,1.8,0.6,2.0,1.4,0.2333333333333333,0.15,0.3,0.4375,7.0,6.0,1.0,0.5,2.0,0.0,0.5999999999999999,0.5999999999999999
2018-2019,30,2019-03-09,12:30,水晶宫,布莱顿,1,2,0,1,3,3,3,8,0,0,0,-1,1,1476.8098524898887,1457.552438870075,19.25741361981341,2.2,1.2,4.2,5.8,1.0,1.8,4.6,6.2,1.0,1.4,1.2,2.2,0.53,0.29,0.2166666666666666,0.4595238095238094,7.0,7.0,0.0,0.0,4.0,1.2000000000000002,0.6000000000000001,1.8000000000000005
2018-2019,30,2019-03-09,15:00,卡迪夫城,西汉姆联,2,0,1,0,2,7,2,7,5,0,0,1,-1,1423.0572210227126,1493.3742298267844,-70.31700880407175,1.0,2.2,3.4,5.0,1.4,0.8,4.0,5.4,0.6,2.2,0.2,1.8,0.2916666666666667,0.5267857142857143,0.3023809523809523,0.1419047619047619,7.0,7.0,0.0,0.0,4.0,-0.3999999999999999,-1.4,-1.8
2018-2019,30,2019-03-09,15:00,南安普敦,托特纳姆热刺,2,1,0,1,3,4,5,1,10,0,0,1,1,1440.1745960357027,1580.4423193017972,-140.26772326609444,1.2,1.6,3.8,4.6,1.2,1.2,4.4,4.2,1.4,1.4,2.4,1.4,0.6119047619047618,0.4583333333333333,0.2699999999999999,0.2722222222222222,7.0,7.0,0.0,0.0,4.0,0.0,-0.4000000000000001,-0.4000000000000001
2018-2019,30,2019-03-09,15:00,哈德斯菲尔德,伯恩茅斯,0,2,0,1,2,1,5,6,5,0,0,-1,-1,1373.3411781914356,1459.7714533536898,-86.43027516225425,0.4,1.8,3.4,3.2,0.4,2.4,2.0,3.8,0.6,1.6,0.4,3.2,0.1,0.4160714285714286,0.1777777777777777,0.4285714285714285,7.0,7.0,0.0,0.0,3.0,0.0,0.5999999999999999,0.6000000000000001
2018-2019,30,2019-03-10,14:05,切尔西,狼队,1,1,0,0,2,6,1,13,0,0,0,-1,-1,1570.1837678000634,1513.6467828342277,56.5369849658357,1.8,2.2,5.8,6.2,1.4,0.8,3.2,5.6,1.8,0.4,1.6,1.0,0.3,0.2876190476190476,0.4791666666666666,0.2499999999999999,7.0,8.0,-1.0,0.0,3.0,0.4000000000000001,-1.4,-1.0
2018-2019,30,2019-03-10,16:30,阿森纳,曼彻斯特联,2,0,1,0,2,3,4,5,2,0,0,1,-1,1570.4372993519655,1583.6580938326078,-13.220794480642098,2.4,1.2,4.0,4.2,2.0,0.6,5.2,4.8,3.0,0.6,2.0,0.2,0.5666666666666667,0.2233333333333333,0.369047619047619,0.2333333333333333,11.0,8.0,3.0,0.5,4.0,0.3999999999999999,-0.6,-0.1999999999999999
2018-2019,30,2019-03-10,12:00,利物浦,伯恩利,4,2,2,1,6,5,2,7,3,0,0,0,1,1632.052947740449,1451.1732569136968,180.87969082675227,1.8,0.2,5.8,6.6,1.4,1.6,4.2,5.8,3.6,1.0,1.2,1.6,0.2,0.1,0.3033333333333333,0.4,7.0,8.0,-1.0,1.0,4.0,0.4000000000000001,1.4,1.8000000000000005
2018-2019,31,2019-03-16,15:00,伯恩茅斯,纽卡斯尔联,2,2,0,1,4,3,4,6,6,0,0,-1,1,1470.1618229560818,1475.9303012547778,-5.768478298695982,0.8,2.0,3.0,4.6,1.6,1.0,5.8,6.6,2.0,1.0,0.6,1.4,0.2333333333333333,0.3619047619047618,0.319047619047619,0.2333333333333333,7.0,7.0,0.0,0.0,3.0,-0.8,-1.0,-1.8
2018-2019,31,2019-03-16,15:00,西汉姆联,哈德斯菲尔德,4,3,1,2,7,5,5,5,8,0,0,0,1,1484.2265024028925,1362.9508085890436,121.27569381384887,1.2,1.0,4.0,6.0,0.4,2.0,3.2,3.8,1.8,0.8,0.2,2.0,0.2023809523809523,0.1657142857142857,0.1,0.4660714285714286,7.0,7.0,0.0,0.5,2.0,0.7999999999999999,1.0,1.8
2018-2019,31,2019-03-17,14:15,富勒姆,利物浦,1,2,0,1,3,2,6,1,10,0,0,1,-1,1383.86584063446,1635.365677900413,-251.4998372659529,0.6,2.6,3.2,3.4,2.4,0.4,5.6,7.0,1.4,1.8,0.6,0.6,0.1833333333333333,0.7035714285714285,0.3266666666666666,0.2,8.0,7.0,1.0,0.0,2.0,-1.7999999999999998,-2.2,-4.0
2018-2019,31,2019-03-17,16:30,埃弗顿,切尔西,2,0,0,0,2,8,5,3,4,0,0,1,-1,1466.2939284232957,1565.9602605827272,-99.6663321594317,1.2,1.6,3.0,3.4,2.0,1.6,5.6,7.4,0.6,1.2,0.6,2.6,0.3333333333333333,0.4196428571428571,0.3333333333333333,0.3733333333333333,8.0,7.0,1.0,0.5,0.0,-0.8,0.0,-0.8
2018-2019,32,2019-03-30,17:30,西汉姆联,埃弗顿,0,2,0,2,2,1,9,4,9,0,0,-1,-1,1488.5987699781683,1476.2843246938016,12.314445284366911,1.8,1.4,4.2,6.2,1.4,1.0,3.8,3.4,2.2,1.0,2.2,1.4,0.3123809523809523,0.2457142857142857,0.3333333333333333,0.2321428571428571,14.0,13.0,1.0,1.0,4.0,0.4000000000000001,-0.3999999999999999,2.220446049250313e-16
2018-2019,32,2019-03-30,15:00,布莱顿,南安普敦,0,1,0,0,1,1,2,6,5,0,0,-1,-1,1470.8562003394156,1451.328432491634,19.52776784778166,1.0,1.2,4.0,6.0,1.4,1.6,3.8,4.4,0.6,0.8,1.2,1.4,0.2833333333333333,0.3999999999999999,0.6619047619047619,0.4666666666666666,21.0,21.0,0.0,0.5,4.0,-0.3999999999999999,0.4000000000000001,2.220446049250313e-16
2018-2019,32,2019-03-30,12:30,富勒姆,曼彻斯特城,0,2,0,2,2,0,7,0,11,0,0,1,-1,1377.969503330794,1640.813664593768,-262.844161262974,0.8,2.4,3.0,2.6,2.6,0.2,7.2,8.6,1.4,2.2,2.0,0.6,0.3083333333333333,0.6845238095238095,0.3571428571428571,0.25,13.0,21.0,-8.0,0.0,3.0,-1.8,-2.2,-4.0
2018-2019,32,2019-03-30,15:00,伯恩利,狼队,2,0,1,0,2,4,2,6,1,0,0,1,0,1436.3763549533237,1517.870290051564,-81.4939350982404,1.2,2.4,2.8,6.8,1.0,0.8,2.6,5.4,1.4,1.6,1.6,1.0,0.45,0.5766666666666667,0.5416666666666666,0.2333333333333333,14.0,20.0,-6.0,0.0,1.0,0.1999999999999999,-1.6,-1.4
2018-2019,32,2019-03-30,15:00,水晶宫,哈德斯菲尔德,2,0,0,0,2,1,1,1,5,0,0,1,-1,1463.5060910205484,1358.5785410137676,104.92755000678083,2.0,1.6,3.8,6.2,1.0,1.8,3.8,5.0,1.2,1.6,0.6,2.2,0.5166666666666667,0.4233333333333333,0.22,0.4875,21.0,14.0,7.0,1.0,1.0,1.0,0.1999999999999999,1.2
2018-2019,32,2019-03-31,15:30,利物浦,托特纳姆热刺,2,1,1,0,3,3,2,10,3,0,0,0,0,1641.262015204079,1569.288482845866,71.9735323582131,2.2,0.6,5.0,7.4,1.2,1.6,4.6,5.0,3.4,1.2,1.4,1.4,0.3266666666666666,0.3,0.2599999999999999,0.3722222222222222,14.0,22.0,-8.0,1.0,3.0,1.0000000000000002,1.0,2.0
2018-2019,32,2019-03-31,13:05,卡迪夫城,切尔西,1,2,0,0,3,3,3,2,7,0,0,1,1,1432.2049484466045,1555.969864312221,-123.76491586561656,1.0,2.2,3.6,4.2,1.0,2.0,5.2,6.0,1.0,1.6,0.4,3.0,0.2797619047619047,0.4214285714285714,0.1904761904761904,0.4233333333333333,22.0,14.0,8.0,0.0,5.0,0.0,-0.2000000000000001,-0.2000000000000001
2018-2019,32,2019-04-01,19:00,阿森纳,纽卡斯尔联,2,0,1,0,2,4,1,6,2,0,0,1,-1,1577.9902689492026,1478.577899207053,99.41236974214962,2.4,1.0,3.8,4.4,1.8,1.2,6.0,7.6,2.6,0.4,0.8,1.6,0.6,0.1233333333333333,0.3523809523809523,0.3333333333333333,22.0,16.0,6.0,1.0,3.0,0.5999999999999999,0.1999999999999999,0.7999999999999998
2018-2019,33,2019-04-02,18:45,沃特福德,富勒姆,4,1,1,1,5,7,7,6,4,0,0,1,1,1513.0344844942558,1372.3410124048216,140.69347208943418,1.8,2.4,4.8,2.8,0.6,2.2,2.0,2.6,1.0,0.8,0.6,2.4,0.4478571428571428,0.38,0.3444444444444444,0.655952380952381,3.0,3.0,0.0,0.5,2.0,1.2000000000000002,-0.1999999999999997,1.0000000000000002
2018-2019,31,2019-04-03,18:45,托特纳姆热刺,水晶宫,2,0,0,0,2,11,1,7,4,0,0,1,-1,1563.870080234556,1468.208365610165,95.66171462439117,0.8,1.8,4.0,5.2,2.2,1.4,3.0,4.4,1.4,0.8,3.0,1.6,0.24,0.4833333333333333,0.8766666666666666,0.3733333333333333,3.0,4.0,-1.0,1.0,1.0,-1.4,-0.4000000000000001,-1.8000000000000005
2018-2019,27,2019-04-03,18:45,切尔西,布莱顿,3,0,1,0,3,4,1,7,1,0,0,1,1,1565.2869198120004,1457.5455085624767,107.74141124952372,1.4,1.0,5.0,7.0,1.0,1.4,3.4,5.8,2.0,0.4,1.6,2.2,0.3238095238095238,0.3566666666666666,0.2833333333333333,0.4199999999999999,3.0,4.0,-1.0,1.0,3.0,0.3999999999999999,0.3999999999999999,0.7999999999999998
2018-2019,33,2019-04-03,18:45,曼彻斯特城,卡迪夫城,2,0,2,0,2,10,1,8,2,0,0,-1,-1,1646.4421555197405,1422.887892946825,223.55426257291515,2.6,0.2,7.8,9.6,0.8,2.4,3.6,4.2,3.2,0.4,0.8,1.6,0.3142857142857142,0.3333333333333333,0.1964285714285714,0.5261904761904762,4.0,3.0,1.0,1.0,5.0,1.8,2.2,4.0
2018-2019,33,2019-04-05,19:00,南安普敦,利物浦,1,3,1,1,4,1,5,7,5,0,0,-1,1,1464.639124268573,1646.6804178153889,-182.04129354681595,1.4,1.2,2.8,3.8,2.6,0.8,5.4,8.0,1.6,1.0,0.8,0.4,0.7333333333333333,0.3,0.4599999999999999,0.4,6.0,5.0,1.0,0.0,3.0,-1.2000000000000002,-0.3999999999999999,-1.6
2018-2019,33,2019-04-06,14:00,伯恩茅斯,伯恩利,1,3,1,2,4,2,3,3,6,0,0,-1,1,1460.4807586150175,1445.844210747981,14.636547867036596,1.0,2.0,3.6,4.0,1.2,2.2,2.8,6.6,1.8,0.8,1.4,1.8,0.3166666666666666,0.3752380952380952,0.45,0.5433333333333333,7.0,7.0,0.0,0.0,4.0,-0.1999999999999999,0.2000000000000001,2.220446049250313e-16
2018-2019,33,2019-04-06,14:00,纽卡斯尔联,水晶宫,0,1,0,0,1,5,1,9,4,0,0,-1,-1,1473.7604780070385,1463.311545852674,10.448932154364227,1.4,1.6,3.8,5.6,1.4,1.6,2.2,4.6,2.4,0.6,2.4,1.6,0.319047619047619,0.4333333333333333,0.7166666666666666,0.3696969696969697,5.0,3.0,2.0,0.5,0.0,0.0,0.0,0.0
2018-2019,33,2019-04-06,14:00,哈德斯菲尔德,莱斯特城,1,4,0,1,5,4,9,8,5,0,0,-1,1,1353.876266424151,1480.8094808823837,-126.93321445823268,0.8,1.8,2.8,5.0,1.8,1.6,4.6,5.6,0.4,1.6,1.4,2.0,0.1866666666666666,0.8625,0.4283333333333333,0.3733333333333333,7.0,7.0,0.0,0.0,4.0,-1.0,-0.1999999999999999,-1.2
2018-2019,33,2019-04-07,13:05,埃弗顿,阿森纳,1,0,1,0,1,6,2,9,6,0,0,1,-1,1489.4089039864757,1582.8076901492173,-93.39878616274154,1.8,0.6,5.4,4.2,2.6,0.4,4.2,5.2,1.0,1.0,1.0,2.2,0.3777777777777777,0.1071428571428571,0.6,0.0733333333333333,8.0,6.0,2.0,0.0,2.0,-0.8,-0.1999999999999999,-1.0
2018-2019,33,2019-04-08,19:00,切尔西,西汉姆联,2,0,1,0,2,7,2,7,4,0,0,1,-1,1569.9311855356991,1475.4741906854945,94.45699485020486,1.6,1.0,5.0,7.0,1.2,1.6,3.0,4.6,2.6,0.4,0.2,1.8,0.3738095238095238,0.3566666666666666,0.2266666666666666,0.2501587301587301,5.0,9.0,-4.0,0.5,0.0,0.4000000000000001,0.6000000000000001,1.0000000000000002
2018-2019,34,2019-04-12,19:00,莱斯特城,纽卡斯尔联,0,1,0,1,1,5,5,2,3,0,0,-1,-1,1490.0358297498988,1460.684431333565,29.351398416333723,2.4,1.0,5.4,5.0,1.0,1.8,4.2,6.6,1.6,1.4,0.6,1.6,0.4772222222222222,0.2633333333333333,0.1857142857142857,0.6333333333333333,6.0,6.0,0.0,1.0,2.0,1.4,0.8,2.2
2018-2019,34,2019-04-13,11:30,托特纳姆热刺,哈德斯菲尔德,4,0,2,0,4,5,1,4,2,0,0,1,1,1568.766899992047,1344.649917556636,224.11698243541105,1.0,1.4,5.0,5.4,0.8,2.6,3.0,6.0,1.8,0.6,0.6,2.4,0.243030303030303,0.3833333333333333,0.1699999999999999,0.778888888888889,10.0,7.0,3.0,1.0,2.0,0.1999999999999999,1.2000000000000002,1.4
2018-2019,34,2019-04-13,14:00,伯恩利,卡迪夫城,2,0,1,0,2,7,2,8,4,0,0,1,-1,1459.0289738004485,1420.1997197737087,38.82925402673959,1.8,2.0,3.0,6.4,0.6,1.8,2.6,4.0,1.4,1.4,0.6,2.0,0.65,0.51,0.1547619047619047,0.4233333333333333,7.0,10.0,-3.0,1.0,3.0,1.2000000000000002,-0.1999999999999999,1.0000000000000002
2018-2019,34,2019-04-13,16:30,曼彻斯特联,西汉姆联,2,1,1,0,3,4,4,3,11,0,0,-1,0,1581.863295594522,1470.551681070842,111.31161452367996,1.6,1.2,4.4,4.6,1.2,1.8,3.2,5.0,1.8,1.2,0.2,1.8,0.3299999999999999,0.3916666666666666,0.2266666666666666,0.2787301587301587,14.0,5.0,9.0,0.0,4.0,0.4000000000000001,0.6000000000000001,1.0000000000000002
2018-2019,34,2019-04-13,14:00,南安普敦,狼队,3,1,2,1,4,6,2,4,9,0,0,1,1,1456.9575310251769,1516.065974805709,-59.10844378053207,1.6,1.4,2.2,4.4,1.0,1.0,1.8,2.0,1.4,1.4,1.0,1.2,0.9333333333333332,0.3249999999999999,0.625,0.25,8.0,11.0,-3.0,0.0,2.0,0.6000000000000001,-0.3999999999999999,0.2000000000000001
2018-2019,34,2019-04-13,14:00,富勒姆,埃弗顿,2,0,0,0,2,5,1,7,3,0,0,1,-1,1368.338607513783,1499.2189286386442,-130.8803211248612,0.8,2.6,3.4,3.0,1.4,0.6,5.8,5.2,1.2,2.2,1.6,1.2,0.294047619047619,0.3702380952380952,0.2611111111111111,0.0857142857142857,11.0,6.0,5.0,0.0,3.0,-0.5999999999999999,-2.0,-2.6
2018-2019,34,2019-04-14,15:30,利物浦,切尔西,2,0,0,0,2,7,3,9,2,0,0,1,-1,1654.362011058785,1574.8536951503518,79.50831590843313,2.2,1.0,4.4,7.8,1.6,0.8,5.0,7.6,3.0,0.8,0.8,2.8,0.48,0.6,0.3738095238095238,0.3166666666666666,9.0,6.0,3.0,0.5,2.0,0.6000000000000001,-0.1999999999999999,0.4000000000000001
2018-2019,34,2019-04-14,13:05,水晶宫,曼彻斯特城,1,3,0,1,4,3,6,2,9,0,0,-1,1,1476.3875925261473,1649.130328692857,-172.7427361667094,1.4,1.0,2.0,4.4,1.8,0.2,8.0,10.8,1.4,1.2,1.8,0.4,0.8166666666666667,0.2196969696969696,0.2209523809523809,0.3333333333333333,8.0,11.0,-3.0,1.0,5.0,-0.4000000000000001,-0.8,-1.2000000000000002
2018-2019,34,2019-04-15,19:00,沃特福德,阿森纳,0,1,0,1,1,3,6,6,4,1,0,-1,-1,1517.0368893852944,1572.9976654970487,-55.960776111754285,1.6,2.4,4.8,3.4,2.2,0.4,3.8,6.4,1.6,0.6,0.8,2.2,0.4192857142857143,0.3752380952380952,0.5,0.0733333333333333,13.0,8.0,5.0,0.0,2.0,-0.6000000000000001,-2.0,-2.6
