Season,Round,Date,Time,Home_Team,Away_Team,FT_Home_Goals,FT_Away_Goals,HT_Home_Goals,HT_Away_Goals,Total_Goals,HST,AST,HC,AC,HR,AR,AH_Result,OU_Result,Home_Elo,Away_Elo,Elo_Diff,Home_Avg_GS,Home_Avg_GA,Home_Avg_ST,Home_Avg_Corners,Away_Avg_GS,Away_Avg_GA,Away_Avg_ST,Away_Avg_Corners,Home_GS_AtHome,Home_GA_AtHome,Away_GS_AtAway,Away_GA_AtAway,Home_Attack_Eff,Home_Defense_Pressure,Away_Attack_Eff,Away_Defense_Pressure,Home_Days_Rest,Away_Days_Rest,Rest_Diff,H2H_Home_WinRate,H2H_Avg_Goals,Attack_Diff,Defense_Diff,Form_Diff
2024-2025,9,2024-10-26,14:00,曼彻斯特城,南安普敦,1,0,1,0,1,8,2,12,1,0,0,-1,-1,1822.8831057528887,1355.8750055716052,467.00810018128345,1.6,1.2,5.6,9.0,1.0,2.6,3.2,4.0,3.2,1.2,1.0,2.4,0.2716450216450216,0.425,0.2797619047619047,0.4375,6.0,7.0,-1.0,0.8333333333333334,4.666666666666667,0.6000000000000001,1.4,2.0
2024-2025,10,2024-10-26,14:00,曼彻斯特城,南安普敦,1,0,1,0,1,0,0,0,0,0,0,1,-1,1823.6196746784915,1355.1384366460024,468.48123803248905,1.4,1.0,5.8,9.0,1.0,2.2,2.8,4.2,2.4,1.0,0.6,2.2,0.2314664502164502,0.375,0.2797619047619047,0.39375,0.0,0.0,0.0,1.0,4.333333333333333,0.3999999999999999,1.2000000000000002,1.6
2024-2025,10,2024-10-26,14:00,布伦特福德,伊普斯维奇1,4,3,2,2,7,0,0,0,0,0,0,1,1,1492.536836943803,1500.0,-7.463163056196663,1.6,2.0,3.8,2.4,3.0,4.0,5.0,5.0,2.2,1.4,3.0,4.0,0.3611111111111111,0.3053030303030303,0.6,0.4444444444444444,0.0,0.0,0.0,1.0,7.0,-1.4,2.0,0.6000000000000001
2024-2025,10,2024-10-26,14:00,布莱顿,狼队,2,2,1,0,4,0,0,0,0,0,0,-1,1,1538.3094693653852,1422.5066997001418,115.80276966524345,1.8,2.4,3.4,4.4,1.2,2.2,3.6,2.6,1.2,1.4,1.0,2.6,0.4666666666666666,0.3005952380952381,0.3214285714285714,0.3130952380952381,0.0,0.0,0.0,0.6666666666666666,3.0,0.6000000000000001,-0.1999999999999997,0.4000000000000003
2024-2025,9,2024-10-27,14:00,切尔西,纽卡斯尔联,2,1,1,1,3,7,3,7,4,0,0,1,-1,1642.9810995069154,1575.0997033176675,67.88139618924765,2.6,1.2,5.2,6.0,1.0,1.4,3.8,5.6,2.2,1.6,2.0,2.0,0.4208333333333333,0.2666666666666666,0.2291666666666666,0.3708333333333333,7.0,8.0,-1.0,0.8333333333333334,2.6666666666666665,1.6,0.1999999999999999,1.8
2024-2025,9,2024-10-27,14:00,水晶宫,托特纳姆热刺,1,0,1,0,1,6,3,8,8,0,0,1,-1,1490.04974060943,1613.3973999438651,-123.3476593344351,0.8,1.4,4.0,4.6,2.6,0.6,6.6,5.8,2.2,0.8,2.2,0.6,0.175,0.4166666666666667,0.286038961038961,0.1875,6.0,8.0,-2.0,0.0,2.6666666666666665,-1.8,-0.7999999999999999,-2.6
2024-2025,9,2024-10-27,16:30,阿森纳,利物浦,2,2,2,1,4,3,4,1,3,0,0,-1,1,1748.6794836280822,1761.0222137049436,-12.342730076861471,2.4,1.0,4.0,4.4,1.8,0.8,6.2,4.0,2.6,1.2,2.4,1.0,0.3803571428571428,0.1833333333333333,0.241025641025641,0.2916666666666666,29.0,7.0,22.0,0.3333333333333333,3.0,0.5999999999999999,-0.1999999999999999,0.3999999999999999
2024-2025,9,2024-10-27,14:00,西汉姆联,曼彻斯特联,2,1,0,0,3,3,5,6,5,0,0,1,0,1538.7638924489388,1565.6020510627036,-26.83815861376479,0.8,1.8,3.6,3.4,1.0,1.4,5.8,6.4,1.4,2.2,1.2,1.2,0.2499999999999999,0.3562499999999999,0.1204545454545454,0.2,29.0,8.0,21.0,0.6666666666666666,2.0,-0.1999999999999999,-0.4000000000000001,-0.6000000000000001
2024-2025,10,2024-10-27,14:00,水晶宫,托特纳姆热刺,1,0,1,0,1,0,0,0,0,0,0,1,-1,1478.7340281242018,1624.7131124290934,-145.97908430489156,0.6,1.0,4.4,5.2,2.6,0.6,6.2,6.0,1.6,0.8,1.6,0.8,0.0916666666666666,0.2916666666666667,0.286038961038961,0.1666666666666666,0.0,0.0,0.0,0.3333333333333333,2.6666666666666665,-2.0,-0.4,-2.4
2024-2025,10,2024-10-27,14:00,西汉姆联,曼彻斯特联,2,1,0,0,3,0,0,0,0,0,0,1,-1,1530.3725183507731,1573.9934251608693,-43.62090681009613,1.0,1.4,3.8,4.0,0.6,1.8,4.8,6.0,1.4,2.0,1.4,0.8,0.2916666666666666,0.3125,0.0954545454545454,0.3666666666666667,0.0,0.0,0.0,0.6666666666666666,2.6666666666666665,0.4,0.4000000000000001,0.8000000000000003
2024-2025,10,2024-10-27,16:30,阿森纳,利物浦,2,2,2,1,4,0,0,0,0,0,0,-1,1,1751.290872630406,1758.4108247026195,-7.119952072213664,2.4,1.4,3.8,4.4,2.2,1.0,5.6,3.4,2.6,1.4,2.2,0.8,0.4220238095238094,0.3083333333333333,0.366025641025641,0.375,0.0,0.0,0.0,0.5,3.333333333333333,0.1999999999999997,-0.3999999999999999,-0.2000000000000001
2024-2025,10,2024-10-27,14:00,切尔西,纽卡斯尔联,2,1,1,1,3,0,0,0,0,0,0,1,1,1637.1994280223255,1580.8813748022574,56.31805322006835,2.8,1.4,6.0,7.0,0.8,1.6,3.2,5.0,2.2,1.6,1.8,1.8,0.4089285714285714,0.35,0.2291666666666666,0.3922619047619047,0.0,0.0,0.0,0.8333333333333334,3.333333333333333,2.0,0.2000000000000001,2.2
2024-2025,11,2024-11-09,15:00,西汉姆联,埃弗顿,0,0,0,0,0,6,4,7,6,0,0,-1,-1,1546.6887080772158,1506.951057666031,39.73765041118486,1.2,1.4,3.2,3.6,1.6,0.8,3.6,4.4,1.2,2.0,1.2,2.0,0.2777777777777777,0.35,0.4583333333333333,0.1777777777777777,13.0,14.0,-1.0,0.3333333333333333,2.0,-0.4000000000000001,-0.5999999999999999,-1.0
2024-2025,11,2024-11-09,20:00,利物浦,阿斯顿维拉,2,0,1,0,2,4,0,1,9,0,0,1,-1,1763.4929887776816,1589.0000982835306,174.49289049415097,2.0,1.4,3.0,2.8,1.8,1.4,3.6,2.6,1.8,0.4,1.6,2.2,0.4111111111111111,0.5,0.3888888888888888,0.3,13.0,14.0,-1.0,0.6666666666666666,3.6666666666666665,0.1999999999999999,0.0,0.1999999999999999
2024-2025,11,2024-11-09,15:00,布伦特福德,伯恩茅斯,3,2,1,1,5,6,3,6,4,0,0,1,1,1506.9400424425558,1499.1614311098829,7.778611332672881,2.2,2.0,3.0,2.4,2.0,0.8,2.6,3.2,2.6,1.8,1.2,1.6,0.3981481481481481,0.3161616161616161,0.4444444444444444,0.1777777777777777,14.0,14.0,0.0,0.8333333333333334,3.0,0.2000000000000001,-1.2,-0.9999999999999998
2024-2025,11,2024-11-09,17:30,布莱顿,曼彻斯特城,2,1,0,1,3,4,6,0,4,0,0,1,-1,1527.4959758699274,1824.3502510620965,-296.8542751921691,1.8,2.4,2.8,2.6,1.2,0.6,3.6,7.4,1.6,1.4,1.8,0.8,0.3999999999999999,0.1785714285714285,0.248015873015873,0.2777777777777777,14.0,14.0,0.0,0.1666666666666666,3.0,0.6000000000000001,-1.7999999999999998,-1.1999999999999995
2024-2025,11,2024-11-09,15:00,狼队,南安普敦,2,0,1,0,2,5,2,2,9,0,0,1,-1,1433.3201931955996,1354.4078602623974,78.91233293320215,1.4,2.0,2.4,1.8,0.8,2.2,2.4,3.0,1.2,2.8,0.6,2.2,0.373015873015873,0.3174603174603174,0.2063492063492063,0.4583333333333333,14.0,14.0,0.0,0.8333333333333334,3.0,0.5999999999999999,0.2000000000000001,0.8
2024-2025,11,2024-11-09,15:00,水晶宫,富勒姆,0,2,0,1,2,5,7,1,8,1,0,-1,-1,1500.720730540936,1514.9243612902326,-14.203630749296508,0.8,1.0,3.6,4.4,1.0,1.0,1.8,3.6,0.8,0.8,1.0,0.6,0.1222222222222222,0.3888888888888889,0.3611111111111111,0.2416666666666666,13.0,14.0,-1.0,0.5,2.0,-0.1999999999999999,0.0,-0.1999999999999999
2024-2025,11,2024-11-10,14:00,诺丁汉森林,纽卡斯尔联,1,3,1,0,4,3,6,4,5,0,0,-1,1,1481.3110827003063,1569.5877425029178,-88.27665980261122,1.4,0.8,2.4,3.8,0.8,1.4,2.4,4.0,0.6,0.8,1.2,1.8,0.2555555555555555,0.5,0.2222222222222222,0.273015873015873,16.0,14.0,2.0,0.3333333333333333,3.6666666666666665,0.5999999999999999,0.5999999999999999,1.1999999999999995
2024-2025,11,2024-11-10,14:00,曼彻斯特联,莱斯特城,3,0,2,0,3,3,5,1,5,0,0,1,-1,1557.6772354344266,1457.8087512772756,99.868484157151,0.8,2.2,3.6,3.8,1.8,3.2,2.0,2.8,0.6,2.0,2.0,2.8,0.1272727272727273,0.4888888888888889,0.7166666666666667,0.4857142857142857,14.0,16.0,-2.0,0.5,2.6666666666666665,-1.0,1.0,0.0
2024-2025,11,2024-11-10,16:30,切尔西,阿森纳,1,1,0,0,2,3,3,4,3,0,0,0,-1,1648.493060321665,1746.2087085553442,-97.71564823367883,2.6,1.6,5.0,6.0,2.6,1.6,2.8,3.0,2.6,1.4,1.8,0.4,0.3452380952380952,0.4666666666666666,0.496031746031746,0.3,14.0,14.0,0.0,0.5,3.6666666666666665,0.0,0.0,0.0
2024-2025,12,2024-11-23,15:00,阿森纳,诺丁汉森林,3,0,1,0,3,7,0,8,1,0,0,1,1,1746.2744565369892,1470.9737858462352,275.30067069075403,2.6,1.8,2.6,2.4,1.6,1.2,2.8,3.4,2.6,1.8,2.0,0.6,0.5238095238095238,0.4111111111111111,0.3666666666666666,0.5,13.0,13.0,0.0,0.6666666666666666,2.333333333333333,1.0,-0.6000000000000001,0.3999999999999999
2024-2025,12,2024-11-23,12:30,莱斯特城,切尔西,1,2,0,1,3,5,4,7,0,0,1,1,0,1453.0009254982338,1648.4273123400203,-195.42638684178647,1.4,3.0,3.0,3.8,2.0,1.4,2.4,3.4,1.0,2.0,2.8,1.2,0.5375,0.6142857142857143,0.373015873015873,0.3555555555555555,13.0,13.0,0.0,0.1666666666666666,2.6666666666666665,-0.6000000000000001,-1.6,-2.2
2024-2025,12,2024-11-23,17:30,曼彻斯特城,托特纳姆热刺,0,4,0,2,4,5,7,9,3,0,0,-1,1,1809.2217296355764,1587.0858491060462,222.1358805295301,1.2,0.8,4.2,6.8,1.6,1.0,3.0,6.6,2.0,0.8,1.4,0.8,0.1924603174603174,0.3333333333333333,0.2571428571428571,0.3611111111111111,14.0,13.0,1.0,0.5,3.0,-0.4000000000000001,0.1999999999999999,-0.2000000000000001
2024-2025,12,2024-11-23,15:00,阿斯顿维拉,水晶宫,2,2,1,2,4,5,6,10,1,0,0,1,1,1585.5844948084218,1488.3003128993537,97.28418190906837,1.2,1.6,1.6,2.6,0.6,1.0,3.6,3.0,1.6,1.4,0.8,1.6,0.4333333333333333,0.4111111111111111,0.0555555555555555,0.1507936507936507,14.0,14.0,0.0,0.3333333333333333,4.333333333333333,0.6,-0.6000000000000001,-1.1102230246251563e-16
2024-2025,12,2024-11-23,15:00,伯恩茅斯,布莱顿1,1,2,0,1,3,1,7,2,9,0,0,-1,0,1492.1677285986432,1518.1360572928809,-25.96832869423769,1.8,1.2,3.2,4.0,1.2,1.2,3.2,3.4,1.8,0.8,1.2,1.2,0.5,0.2583333333333333,0.32,0.3871428571428571,14.0,364.0,-350.0,1.0,2.0,0.6000000000000001,0.0,0.6000000000000001
2024-2025,12,2024-11-23,15:00,富勒姆,狼队,1,4,1,1,5,3,5,7,2,0,0,-1,1,1527.3447789318152,1438.5822545886426,88.76252434317257,1.2,1.0,2.8,4.2,1.6,1.6,2.8,1.8,1.4,2.0,1.2,2.0,0.2896825396825396,0.2416666666666666,0.3952380952380952,0.2063492063492063,14.0,14.0,0.0,0.5,2.6666666666666665,-0.4000000000000001,0.6000000000000001,0.1999999999999999
2024-2025,12,2024-11-24,14:00,南安普敦,利物浦,2,3,1,1,5,5,11,3,10,0,0,1,1,1349.1457988693544,1766.9085922527904,-417.762793383436,0.6,2.0,2.8,4.8,2.0,1.2,2.6,1.0,1.0,1.8,2.2,1.2,0.1547619047619047,0.44375,0.4666666666666666,0.5833333333333333,15.0,15.0,0.0,0.1666666666666666,4.333333333333333,-1.4,-0.8,-2.2
2024-2025,12,2024-11-25,20:00,纽卡斯尔联,西汉姆联,0,2,0,1,2,2,6,8,3,0,0,-1,-1,1579.9250393569891,1542.8704333155165,37.05460604147288,1.2,1.4,3.0,3.6,1.2,0.8,3.0,3.8,1.0,0.8,1.2,1.2,0.2777777777777777,0.273015873015873,0.2777777777777777,0.15,15.0,16.0,-1.0,0.5,5.666666666666667,0.0,-0.5999999999999999,-0.5999999999999999
2024-2025,13,2024-11-29,20:00,布莱顿,南安普敦,1,1,1,0,2,5,2,7,6,0,0,-1,-1,1542.6244972964475,1346.3791021914803,196.2453951049672,1.8,1.8,3.0,2.6,0.8,2.0,3.2,4.6,1.6,1.4,0.4,2.0,0.3444444444444444,0.1507936507936507,0.1714285714285714,0.3869318181818181,20.0,5.0,15.0,0.8333333333333334,3.6666666666666665,1.0,0.1999999999999999,1.2
2024-2025,13,2024-11-30,15:00,布伦特福德,莱斯特城,4,1,3,1,5,6,3,5,4,0,0,1,1,1513.9337449537954,1445.6804744847489,68.25327046904658,2.6,2.2,3.4,2.6,1.2,2.6,3.0,4.8,2.6,2.0,1.8,3.0,0.4814814814814814,0.4828282828282828,0.4875,0.5964285714285714,21.0,7.0,14.0,0.3333333333333333,3.0,1.4,0.3999999999999999,1.8
2024-2025,13,2024-11-30,15:00,狼队,伯恩茅斯,2,4,1,3,6,3,8,3,4,0,0,-1,1,1453.5370901042254,1480.068599135422,-26.53150903119672,2.2,1.4,3.8,2.2,1.4,1.4,2.2,3.0,1.2,1.6,1.4,2.0,0.4964285714285714,0.238095238095238,0.625,0.2464285714285714,7.0,7.0,0.0,0.5,1.3333333333333333,0.8000000000000003,0.0,0.8000000000000003
2024-2025,13,2024-11-30,15:00,水晶宫,纽卡斯尔联,1,1,0,0,2,4,0,8,9,0,0,-1,-1,1493.4379477478844,1566.172923892988,-72.73497614510347,0.8,1.0,4.8,3.2,1.0,1.6,3.4,5.2,0.8,0.8,1.6,1.8,0.125,0.2130952380952381,0.2083333333333333,0.288095238095238,7.0,5.0,2.0,0.3333333333333333,2.333333333333333,-0.1999999999999999,0.6000000000000001,0.4000000000000001
2024-2025,13,2024-11-30,17:30,西汉姆联,阿森纳,2,5,2,5,7,5,7,2,10,0,0,-1,1,1556.6225487795175,1748.3417159979483,-191.71916721843104,1.4,0.6,3.0,3.2,2.4,1.4,4.0,4.0,1.0,1.6,1.6,0.6,0.3333333333333333,0.0666666666666666,0.5,0.4111111111111111,5.0,7.0,-2.0,0.3333333333333333,3.6666666666666665,-1.0,0.7999999999999999,-0.2
2024-2025,13,2024-12-01,13:30,曼彻斯特联,埃弗顿,4,0,2,0,4,5,2,2,2,0,0,1,1,1563.4592144590183,1507.7808294951908,55.67838496382774,1.6,1.2,4.6,3.6,0.8,0.4,5.0,6.6,1.0,2.0,1.0,1.6,0.4079545454545454,0.3333333333333333,0.09375,0.0833333333333333,7.0,8.0,-1.0,0.6666666666666666,2.0,0.8,-0.7999999999999999,1.1102230246251563e-16
2024-2025,13,2024-12-01,16:00,利物浦,曼彻斯特城,2,0,1,0,2,7,2,7,4,0,0,1,-1,1769.6752889306645,1791.928958072133,-22.25366914146844,2.2,1.4,4.8,3.0,1.0,1.4,5.2,8.6,1.8,0.4,1.6,1.2,0.4181818181818181,0.5222222222222221,0.144345238095238,0.3928571428571428,7.0,8.0,-1.0,0.5,2.6666666666666665,1.2000000000000002,0.0,1.2000000000000002
2024-2025,13,2024-12-01,13:30,切尔西,阿斯顿维拉,3,0,2,0,3,8,4,3,4,0,0,1,0,1655.7477633535052,1580.4468599598908,75.30090339361436,1.6,1.2,3.2,3.4,1.2,1.6,2.6,4.6,2.6,1.4,1.6,1.6,0.4047619047619047,0.3166666666666666,0.4222222222222222,0.3916666666666666,8.0,8.0,0.0,0.1666666666666666,2.333333333333333,0.4000000000000001,0.4000000000000001,0.8000000000000003
2024-2025,14,2024-12-03,20:15,莱斯特城,西汉姆联,3,1,1,0,4,6,10,3,9,0,0,1,1,1440.1770570325773,1549.2027764144432,-109.02571938186588,0.8,3.0,2.8,4.4,1.6,1.4,4.0,3.6,1.0,2.2,1.4,0.6,0.3833333333333333,0.6916666666666667,0.35,0.2285714285714286,3.0,3.0,0.0,0.5,4.0,-0.8,-1.6,-2.4000000000000004
2024-2025,14,2024-12-04,19:30,曼彻斯特城,诺丁汉森林,3,0,2,0,3,7,3,8,2,0,0,1,-1,1784.130060178273,1476.823616138237,307.306444040036,0.6,1.6,4.2,5.8,1.6,1.6,2.6,4.0,1.2,1.4,1.6,1.0,0.0729166666666666,0.3392857142857143,0.3777777777777777,0.4821428571428571,3.0,4.0,-1.0,1.0,3.333333333333333,-1.0,0.0,-1.0
2024-2025,14,2024-12-04,19:30,纽卡斯尔联,利物浦,3,3,1,0,6,6,5,5,6,0,0,1,1,1566.956067401724,1777.4741868245244,-210.51811942280028,1.2,1.6,2.2,5.2,2.2,1.2,5.2,4.2,0.8,1.2,2.2,1.6,0.2777777777777777,0.3005952380952381,0.3896103896103896,0.3555555555555555,4.0,3.0,1.0,0.0,3.333333333333333,-1.0000000000000002,-0.4000000000000001,-1.4000000000000004
2024-2025,14,2024-12-04,19:30,埃弗顿,狼队,4,0,2,0,4,4,2,3,4,0,0,1,1,1501.9840112630193,1441.4534612825244,60.530549980494925,0.4,1.2,3.8,5.4,2.4,1.8,4.0,2.6,1.2,0.8,2.0,1.8,0.03125,0.2833333333333333,0.5380952380952381,0.2916666666666666,3.0,4.0,-1.0,0.1666666666666666,2.0,-2.0,0.6000000000000001,-1.4
2024-2025,14,2024-12-04,20:15,阿森纳,曼彻斯特联,2,0,0,0,2,6,2,13,0,0,0,1,-1,1755.7614883630229,1569.25603269119,186.5054556718328,2.6,1.4,4.0,4.4,2.0,1.0,3.4,2.2,3.0,1.6,1.2,1.0,0.5357142857142857,0.4111111111111111,0.5625,0.2083333333333333,4.0,3.0,1.0,1.0,3.0,0.6000000000000001,-0.3999999999999999,0.2000000000000001
2024-2025,14,2024-12-04,20:15,阿斯顿维拉,布伦特福德,3,1,3,0,4,10,1,10,5,0,0,1,1,1575.10379094014,1519.437162405967,55.66662853417301,0.8,1.8,2.8,5.4,3.2,2.2,4.6,3.6,2.0,1.4,1.0,2.0,0.2,0.3854166666666666,0.5277777777777778,0.4454545454545454,3.0,4.0,-1.0,0.5,3.333333333333333,-2.4000000000000004,0.4000000000000001,-2.0
2024-2025,14,2024-12-04,19:30,南安普敦,切尔西,1,5,1,3,6,4,13,5,7,1,0,-1,1,1353.303682323586,1661.090832373256,-307.7871500496699,0.6,1.6,2.2,3.8,2.0,0.8,4.4,2.8,1.0,2.2,2.6,1.0,0.225,0.2494318181818182,0.3735119047619047,0.2166666666666666,5.0,3.0,2.0,0.5,3.6666666666666665,-1.4,-0.8,-2.2
2024-2025,14,2024-12-05,19:30,富勒姆,布莱顿,3,1,1,0,4,2,3,5,6,0,0,1,1,1512.3899434162324,1535.6999171643415,-23.309973748109314,1.2,1.8,3.4,5.6,1.6,1.2,4.0,4.0,1.6,2.0,1.8,1.8,0.3005952380952381,0.38125,0.3083333333333333,0.238095238095238,12.0,6.0,6.0,0.8333333333333334,2.6666666666666665,-0.4000000000000001,-0.6000000000000001,-1.0000000000000002
2024-2025,14,2024-12-05,20:15,伯恩茅斯,托特纳姆热刺,1,0,1,0,1,8,4,5,9,0,0,1,-1,1492.1522279571232,1599.0302679245358,-106.87803996741263,1.8,1.8,3.0,2.4,1.2,1.0,3.6,6.0,1.8,1.0,2.0,0.4,0.625,0.413095238095238,0.2761904761904761,0.2499999999999999,5.0,4.0,1.0,0.3333333333333333,3.6666666666666665,0.6000000000000001,-0.8,-0.1999999999999999
2024-2025,15,2024-12-07,15:00,布伦特福德,纽卡斯尔联,4,2,2,2,6,8,3,3,4,0,0,1,1,1513.6400655728053,1570.033916909747,-56.39385133694168,3.2,2.4,4.4,4.2,1.6,1.8,2.8,5.4,3.2,2.0,1.4,1.8,0.6527777777777778,0.475,0.3333333333333333,0.3791666666666666,3.0,3.0,0.0,0.0,3.333333333333333,1.6,-0.5999999999999999,1.0000000000000002
2024-2025,15,2024-12-07,15:00,阿斯顿维拉,南安普敦,1,0,1,0,1,5,0,14,1,0,0,-1,-1,1580.9008877733015,1348.660355387814,232.24053238548777,1.2,1.8,3.8,6.6,0.8,2.4,2.6,4.6,2.0,1.2,0.4,1.6,0.2333333333333333,0.5520833333333333,0.2875,0.3143356643356643,3.0,3.0,0.0,1.0,2.0,0.3999999999999999,0.5999999999999999,0.9999999999999998
2024-2025,15,2024-12-07,17:30,曼彻斯特联,诺丁汉森林,2,3,1,1,5,7,3,5,3,0,0,-1,1,1566.0318474680228,1475.073767953137,90.9580795148861,1.8,1.0,2.8,1.2,1.0,2.0,3.2,4.4,1.8,1.4,1.4,1.6,0.5125,0.125,0.2833333333333333,0.4714285714285714,3.0,3.0,0.0,0.6666666666666666,2.6666666666666665,0.8,1.0,1.8
2024-2025,15,2024-12-08,14:00,莱斯特城,布莱顿,2,2,0,1,4,3,7,5,5,0,0,1,1,1450.4367796958206,1527.8720700709882,-77.4352903751676,1.2,2.6,4.0,5.0,1.6,1.8,3.6,4.4,1.4,2.0,1.4,2.4,0.4066666666666666,0.5733333333333334,0.3416666666666666,0.6130952380952381,5.0,3.0,2.0,0.6666666666666666,3.0,-0.4000000000000001,-0.8,-1.2000000000000002
2024-2025,15,2024-12-08,14:00,富勒姆,阿森纳,1,1,1,0,2,2,4,0,6,0,0,1,-1,1520.217790509586,1758.9856735861902,-238.76788307660425,1.6,1.4,3.0,5.4,2.6,1.0,4.6,6.8,1.8,2.0,2.0,0.6,0.6130952380952381,0.3145833333333333,0.4523809523809524,0.2444444444444444,3.0,4.0,-1.0,0.5,2.6666666666666665,-1.0,-0.3999999999999999,-1.4
2024-2025,15,2024-12-08,16:30,托特纳姆热刺,切尔西,3,4,2,1,7,5,8,5,10,0,0,-1,1,1588.8323278780329,1665.7341593090282,-76.90183143099534,1.2,1.0,3.8,6.2,2.6,0.8,5.6,2.8,1.8,1.2,2.4,0.8,0.2761904761904761,0.2395833333333333,0.3982371794871794,0.1958333333333333,3.0,4.0,-1.0,0.1666666666666666,3.6666666666666665,-1.4,-0.1999999999999999,-1.6
2024-2025,15,2024-12-09,20:00,西汉姆联,狼队,2,1,0,0,3,4,5,11,0,0,0,1,1,1538.9430537511998,1435.7709484271395,103.17210532406034,1.4,1.8,5.4,4.2,2.0,2.2,3.0,2.2,1.2,2.0,1.8,2.4,0.2083333333333333,0.3035714285714286,0.4666666666666667,0.4583333333333333,6.0,5.0,1.0,1.0,3.6666666666666665,-0.6000000000000001,0.4000000000000001,-0.1999999999999999
2024-2025,16,2024-12-14,15:00,阿森纳,埃弗顿,0,0,0,0,0,5,0,8,2,0,0,-1,-1,1755.19126697388,1507.666524118404,247.524742855476,2.4,0.8,5.4,8.0,1.0,1.0,3.0,4.2,2.6,1.2,1.0,1.6,0.4119047619047619,0.3083333333333333,0.25,0.2,6.0,10.0,-4.0,1.0,3.333333333333333,1.4,0.1999999999999999,1.6
2024-2025,16,2024-12-14,15:00,利物浦,富勒姆,2,2,0,1,4,4,3,5,4,1,0,-1,1,1774.3963373165016,1524.012197121896,250.3841401946056,2.4,1.4,5.4,4.8,1.6,1.4,2.8,4.0,1.8,0.4,1.2,0.4,0.4146103896103896,0.3,0.6547619047619048,0.3458333333333333,10.0,6.0,4.0,0.8333333333333334,5.0,0.7999999999999998,0.0,0.7999999999999998
2024-2025,16,2024-12-14,17:30,诺丁汉森林,阿斯顿维拉,2,1,0,0,3,6,2,4,3,0,0,1,1,1490.0761330033254,1583.47482495909,-93.39869195576466,1.0,2.2,2.8,3.6,1.2,1.6,4.8,9.4,0.6,1.0,1.2,2.0,0.3833333333333333,0.3285714285714285,0.2249999999999999,0.5520833333333333,7.0,7.0,0.0,0.3333333333333333,3.333333333333333,-0.1999999999999999,-0.6000000000000001,-0.8
2024-2025,16,2024-12-14,15:00,纽卡斯尔联,莱斯特城,4,0,1,0,4,11,1,5,2,0,0,1,1,1561.2824538129291,1449.7882267638845,111.49422704904464,1.8,2.2,3.4,6.2,1.4,2.4,4.4,4.8,1.0,1.6,1.6,3.4,0.4166666666666666,0.4033333333333333,0.3399999999999999,0.5104761904761904,7.0,6.0,1.0,0.8333333333333334,3.0,0.4000000000000001,0.1999999999999997,0.5999999999999999
2024-2025,16,2024-12-15,19:00,南安普敦,托特纳姆热刺,0,5,0,5,5,3,9,2,5,0,0,-1,1,1346.0864182020257,1578.1684868807413,-232.0820686787156,0.8,2.4,2.6,4.8,1.8,1.6,4.8,7.2,1.2,3.0,1.4,0.6,0.2875,0.2914685314685314,0.3409523809523809,0.2916666666666666,8.0,7.0,1.0,0.1666666666666666,4.666666666666667,-1.0,-0.7999999999999998,-1.7999999999999998
2024-2025,16,2024-12-15,14:00,布莱顿,水晶宫,1,3,0,2,4,5,5,8,5,0,0,-1,1,1528.5206230029244,1501.9740429426795,26.54658006024465,1.6,1.8,3.8,3.6,1.2,1.4,4.2,4.6,1.8,1.6,1.0,1.4,0.3297619047619047,0.7083333333333333,0.3166666666666666,0.2964285714285714,7.0,8.0,-1.0,0.8333333333333334,2.6666666666666665,0.4000000000000001,-0.4000000000000001,0.0
2024-2025,16,2024-12-15,16:30,曼彻斯特城,曼彻斯特联,1,2,1,0,3,3,3,8,2,0,0,-1,-1,1785.8799083633733,1551.029482417834,234.8504259455392,1.0,1.6,4.0,5.0,2.0,1.2,4.2,2.2,1.4,1.2,0.6,1.4,0.1488095238095238,0.3392857142857143,0.4671428571428571,0.3,11.0,8.0,3.0,0.6666666666666666,3.0,-1.0,-0.4000000000000001,-1.4
2024-2025,16,2024-12-15,19:00,切尔西,布伦特福德,2,1,1,0,3,8,4,8,5,1,0,-1,-1,1676.3980003063198,1522.391528669623,154.0064716366967,3.0,1.2,7.2,4.8,3.2,2.2,4.2,3.8,2.4,1.0,0.8,2.4,0.4185897435897436,0.2766666666666666,0.6666666666666666,0.4916666666666667,7.0,8.0,-1.0,0.1666666666666666,2.6666666666666665,-0.2000000000000001,1.0000000000000002,0.8
2024-2025,16,2024-12-16,20:00,伯恩茅斯,西汉姆联,1,1,0,0,2,9,3,12,6,0,0,-1,-1,1514.407987311209,1543.6817708300166,-29.27378351880793,2.0,1.6,5.2,5.6,1.4,1.8,6.2,6.4,2.0,0.8,1.2,1.2,0.525,0.3304761904761905,0.2666666666666667,0.2828571428571428,8.0,7.0,1.0,0.3333333333333333,2.6666666666666665,0.6000000000000001,0.1999999999999999,0.8
2024-2025,17,2024-12-21,17:30,水晶宫,阿森纳,1,5,1,3,6,6,6,3,3,0,0,-1,1,1515.4633906787749,1747.57424790596,-232.11085722718508,1.8,1.2,4.2,5.4,2.2,0.6,5.8,9.0,1.0,1.0,2.0,0.8,0.4366666666666666,0.275,0.3452380952380952,0.3,6.0,7.0,-1.0,0.0,3.6666666666666665,-0.4000000000000001,-0.6,-1.0
